DATA;PLACA;CHASSI;MARCA;MODELO;VEICULO;Local Sinistro;ZONA/ESTADO DO SINISTRO;;
9/3/15 18:08;FPM5020;9C2NC4910FR006497;HONDA;CB 300R;MOTOCICLETA;R ANTÔNIO DE OLIVEIRA, 830 - CHÁCARA SANTO ANTÔNIO (ZONA SUL) - SÃO PAULO / SP -23.626192 -46.702458;CENTRO/SP;;
10/3/15 9:01;FHV3393;9C6KG0460E0085309;YAMAHA;YS 250 FAZER;MOTOCICLETA;R MAJ. SERTÓRIO - SÃO PAULO / SP -23.545702 -46.64521 ;CENTRO/SP;;
10/3/15 18:57;JXK4176;9BD2550456B784162;FIAT;FIORINO FURGAO;CARRO;R DANIELLE DO PRADO VALIM, 22 - PARQUE CONTINENTAL - GUARULHOS / SP -23.426027 -46.551395 ;GUARULHOS;;
10/3/15 20:55;EWN8631;KNHTC61CBCU031765;HYUNDAI;VELOSTER;CARRO;R. Alfonso Ferrabosco, 18 - Parque dos Bancarios SP -23.588445, -46.512523;ZONA LESTE/SP;;
12/3/15 12:25;FWD9940;9C6DG2510F0014711;YAMAHA;XTZ 150 CROSSER;MOTOCICLETA;R ARTUR DE AZEVEDO, 63 - CERQUEIRA CÉSAR - SÃO PAULO / SP -23.5574 -46.672823 ;ZONA SUL/SP;;
12/3/15 12:31;FZR9645;9C6KG0490F0019283;YAMAHA;YS 250 FAZER;MOTOCICLETA;Av. Príncipe de Galés, 841 - Vila Principe de Gales, SP;ABCD/SP;;
14/3/15 13:40;GYO6726;9BDI78276Y2184065;FIAT;PALIO EX;CARRO;AV.PIRANGUÇU,236 - JARDIM IMPERATOR - SÃO PAULO /SP;ZONA LESTE/SP;;
14/3/15 21:47;ESU2004;94RBBTD678M303784;TRIUMPH;DAYTONA 675;MOTOCICLETA;Avenida Vereador  João de Luca, Jardim Prudência, São Paulo-SP;ZONA SUL/SP;;
15/3/15 8:13;FNG7340;9CDGX72BZFM100035;SUZUKI;GSX 1300R;MOTOCICLETA;Rodovia Fernão Dias km 81 Guarulhos -23.479518 -46.559967;ZONA NORTE/SP;;
15/3/15 18:38;DYX7446;JH2SC57997M300261;HONDA;CBR1000;MOTOCICLETA;Av. Carlos Alberto Bastos Machado, São Paulo;ZONA SUL/SP;;
16/3/15 22:43;EFI1181;96PEXHA11DFS02305;KAWASAKI;NINJA 300;MOTOCICLETA;RUA MARCIAL NA ALT. 131/ MOOCA - SÃO PAULO/SP;ZONA LESTE/SP;;
17/3/15 9:15;FKL9480 ;9C2KD0540DR156742;HONDA;NXR 150 Bros ESD MIX;MOTOCICLETA;R. Maestro Cardim, 769 - Bela Vista, São Paulo - SP, 01323-001;CENTRO/SP;;
17/3/15 11:04;EHT3683;9C6KJ0040A0000628;YAMAHA;XJ6 N;MOTOCICLETA;alameda dos Tupinás, 33 – Vila Monte Alegre;CENTRO/SP;;
18/3/15 8:54;FBI2332;JH2SC59J39K001029;HONDA;CBR 1000RR;MOTOCICLETA;Rua Jaír Balo, 278 - Alto da Boa Vista, Mauá - São Paulo;MAUA/SP;;
18/3/15 17:08;EHI2880;JYARJ16E18A009904;YAMAHA;YZF R6;MOTOCICLETA;Avenida Conde Francisco Matarazzo, Fundação, São Caetano do Sul - São Paulo;ABCD/SP;;
19/3/15 12:36;MWK3399;93XHMK7408P735156;MITSUBISHI;L200 4x4 GL;CARRO;Rua Marco Rosa 126 Mauá -23.671945 -46.439722;MAUA/SP;;
19/3/15 21:15;ECE3505;96PEXBK11AFS03672;KAWASAKI;NINJA 250R;MOTOCICLETA;Av. João Batista, 200 – Centro – Osasco /SP;ZONA OESTE/SP;;
19/3/15 22:24;LKZ5587;9C2ND0910AR003330;HONDA;XRE 300;MOTOCICLETA;AV. ALDINO PINOTTI, ALTURA DO 500 - SÃO BERNARDO DO CAMPO (EM FRENTE AO SHOPPING METROPOLES);ABCD/SP;;
20/3/15 10:15;FJB1670;96PZRJA18EFS00233;KAWASAKI;Z800;MOTOCICLETA;Rua Saigon - Vila Formosa -São Paulo/SP;ZONA LESTE/SP;;
21/3/15 10:21;EYX0510;9BFZE55P9C8707122;FORD;ECOSPORT XL 1.6FLEX;CARRO;Av. Cônego José Salomon 714 Vila Portugal -23.494168, -46.719337;ZONA OESTE/SP;;
21/3/15 21:03;DUC0430;8A1FC1U158L938115;RENAULT;KANGOO;CARRO;R. EUGÊNIO KUSNET, 216 - VILA SANTA TERESA/ SÃO PAULO - SP;ZONA SUL/SP;;
23/3/15 22:26;FXO5480;9C6KG0490F0017131;YAMAHA;FAZER250 BLUEFLEX ;MOTOCICLETA;RUA BRÁS CUBAS, 344 - CENTRO - SANTOS  -  SP;LITORAL/SP;;
24/3/15 9:09;FAP0988;9C2NC4310CR069456;HONDA;CB 300R;MOTOCICLETA;R MATIAS AIRES, 418 - CONSOLAÇÃO - SÃO PAULO / SP -23.553367 -46.659757 ;CENTRO/SP;;
24/3/15 11:40;FYK9730;9C2NC4920ER000919;HONDA;CB 300R;MOTOCICLETA;RUA DOS INGLESES,258 - BELA VISTA - SÃO PAULO/SP;CENTRO/SP;;
24/3/15 12:22;FPY1700;9C2NC4910FR002094;HONDA;CB 300R;MOTOCICLETA;AV INDUSTRIAL EM SANTO ANDRE;ABCD/SP;;
24/3/15 19:25;FID8527;9C2NC4910DR021018;HONDA;CB 300R;MOTOCICLETA;AV. ROBERT KENNEDY Nº285 - SÃO BERNARDO DO CAMPO/ SÃO PAULO - SP;ABCD/SP;;
25/3/15 11:59;ESQ9988;96PZRAL18CFS00906;KAWASAKI;Z750;MOTOCICLETA;Rua José Jurandir da Cruz, 86  Jundiaí -23.147263 -47.009386 ;Interior/SP;;
26/3/15 11:05;FJU9712;9C2NC4910FR002229;HONDA;CB 300R;MOTOCICLETA; AV JOSÉ MARIA FERNANDES - SÃO PAULO / SP -23.509132 -46.567627 ;ZONA LESTE/SP;;
27/3/15 23:07;FVK4139;97NA01YK3EM636656;TRIUMPH;DAYTONA;MOTOCICLETA;Rua Joana Avancini Prado, Jardim Lallo, SÃO PAULO – SP;ZONA SUL/SP;;
28/3/15 19:09;FPF8700;96PEXHA10EFS01602;KAWASAKI;NINJA 300;MOTOCICLETA;RUA SAMUEL PEREIRA DOS SANTOS, SITIO BOM JESUS - SÃO BERNARDO DO CAMPO SP;ABCD/SP;;
29/3/15 18:00;EQS0470;9CDGP74AJAM102083;SUZUKI;BANDIT 650S;MOTOCICLETA;Rua Dos
Alpes,Bairro Vila Curuça,Santo André-SP;ABCD/SP;;
30/3/15 16:17;FVD2009;9C6KG0490E0014183;YAMAHA;YS FAZER 250;MOTOCICLETA;Av. Roberto Gordon,SN, Vila Nogueira, Diadema - São Paulo;ABCD/SP;;
31/3/15 11:51;EXF5589;9C6KJ0040C0003420;YAMAHA;XJ6 N;MOTOCICLETA;R. Francisco Marengo, 315 – Tatuapé;ZONA LESTE/SP;;
31/3/15 18:18;EQP6613;96PERCC11AFS01502;KAWASAKI;ER-6N;MOTOCICLETA;R. CONSELHEIRO BELISÁRIO, 62 – BRÁS - SÃO PAULO - SP;CENTRO/SP;;
1/4/15 12:37;EYY5457;96PEXCC12CFS00075;KAWASAKI;NINJA650R;MOTOCICLETA;Rua Edward Weston, ITAIM BIB;ZONA LESTE/SP;;
2/4/15 11:10;DZS3498;9C2ND0700BR015901;HONDA;NX-4 FALCON;MOTOCICLETA;R GUAPIAÇU, 180 - VILA CLEMENTINO - SÃO PAULO / SP -23.6056 -46.6463 ;ZONA SUL/SP;;
2/4/15 22:50;FQH9277;9C2NC4910ER016212;HONDA;CB 300R;MOTOCICLETA;PRÓXIMA A FACULDADE UNINOVE (BARRA FUNDA);ZONA SUL/SP;;
2/4/15 23:01;FSJ2180;9C6KG0450F0030975;YAMAHA;XTZ 250 TENERE;MOTOCICLETA;Rua Mafalda, 88, Chácara Belenzinho, São Paulo/SP;ZONA LESTE/SP;;
2/4/15 21:36;FDQ2677;96PZXDJ13CFS00127;KAWASAKI;NINJA ZX-10;MOTOCICLETA;Rodovia Mogi Dutra, Bairro Vila Mogilar, Mogi das Cruzes-SP.;Interior/SP;;
4/4/15 19:02;KPN9943;9C2KC1660ERS01231;HONDA;CG150;MOTOCICLETA;R JACY JARDIM, 3 - VILA SANTA TERESA - BELFORD ROXO / RJ -22.741 -43.3365;RIO DE JANEIRO/RJ ;;
7/4/15 19:21;FXX8555;WAUAF28P0AA146892;AUDI;A3 Sport 2.0 FSI Turbo;CARRO;Rua Macaxás, Vila Nair, São Paulo-SP;ZONA SUL/SP;;
7/4/15 22:07;DED3631;9BWEB41J924026144;VW;GOLF;CARRO;RUA ÁLVARO PRADO - SÃO RAFAEL/ SÃO PAULO - SP.;ZONA LESTE/SP;;
11/4/15 22:40;ALC7613;VF1KG013B35142798;RENAULT;Laguna Grand Tour;CARRO;Rua Henrique Cano Munhoz -  Vila Mercedes - Mauá - SP;ABCD/SP;;
13/4/15 19:49;FJT3150;9C2ND1110FR005292;HONDA;XRE 300;MOTOCICLETA;RUA LUÍS GAMA, 251 - MOOCA/ SÃO PAULO - SP;ZONA LESTE/SP;;
16/4/15 9:57;FXH8580 ;9C2KC1660FR001584;HONDA;CG 150 TITAN EX;MOTOCICLETA; R JABOTICABAL, 1337 - VILA BERTIOGA - SÃO PAULO / SP -23.569242 -46.577368 ;ZONA LESTE/SP;;
16/4/15 14:47;FCP8638;9C2ND1110FR009043;HONDA;XRE 300;MOTOCICLETA;R. Pedro de Toledo, 1620 - Vila Clementino -23.597573, -46.652562;ZONA SUL/SP;;
17/4/15 20:19;FWR1530;96PZRDE18CFS0019;KAWASAKI;Z1000;MOTOCICLETA;AVENIDA PROF.LUIZ IGNACIO DE ANHAIA MELO, ALTURA DO 9400 - VILA DIVINA PASTORA - S.PAULO;ZONA LESTE/SP;;
18/4/15 16:33;EYI5433;8AGCN48X0CR175818;GM;AGILE;CARRO;AV JARDIM JAPÃO, 1654 - JARDIM BRASIL (-23.477200 -46.584649);ZONA NORTE/SP;;
19/4/15 11:06;EIE2129;JKA2ZCE139A023277;KAWASAKI;ZX 10R;MOTOCICLETA;AVENIDA CURSINO;ZONA SUL/SP;;
19/4/15 15:25;DYW4977;9CDGW71AJ8M002028;SUZUKI;GSXR 1300 R (HAYABUSA);MOTOCICLETA;RUA  SUICA, Nº 735 – SANTO ANDRE/SP;ABCD/SP;;
20/4/15 9:17;EXK7629;9C2KC1680DR312166;HONDA;CG 150 FAN ESDI;MOTOCICLETA;R. Marília, 86 –Jardim Paulista;ZONA NORTE/SP;;
22/4/15 7:24;DYX1781;JYARN20E47A008988;YAMAHA;YZF R1;MOTOCICLETA;R. Antônio Cardoso Nogueira, 268 - Vila Chica Luisa;ZONA OESTE/SP;;
22/4/15 8:14;ESF3851;96PERCC12BFS00005;KAWASAKI;ER-6N;MOTOCICLETA;Alameda das Oliveiras, 103 - Vila Jerusalém São Bernardo do Campo (-23.727953, -46.552400) ;ABCD/SP;;
23/4/15 10:23;FRO8524;9C2ND1110FR012346;HONDA;XRE 300;MOTOCICLETA;R BR. DO BANANAL, 82 - VILA POMPÉIA - SÃO PAULO / SP -23.52567 -46.683992 ;ZONA LESTE/SP;;
23/4/15 11:21;FQE6370;9C2PC4210ER001388;HONDA;CB 600 F Hornet;MOTOCICLETA;Avenida Corredor Abd, 800 Piraporinha, São Bernardo do Campo - São Paulo;ABCD/SP;;
23/4/15 12:05;FIF7350;8C6KG0460E0094169;YAMAHA;fazer 250;MOTOCICLETA;Rua Voluntários da Pátria, Santana, 4138 ;ZONA NORTE/SP;;
23/4/15 16:16;EUH9565 ;93XJRKB8TBCA29497;MITSUBISHI;L200 TRITON HPE 3.2 CD TB;CARRO;;;;
25/4/15 15:56;EFE4717;9C2PC4200AR000413;HONDA;CB600FHORNET;MOTOCICLETA;R. Santa Maria Madalena, s/n – Vila Califórnia – São Paulo/ SP – CEP: 03216-030 - (-23.607510, -46.553638);ZONA LESTE/SP;;
29/4/15 19:21;FID5108;9C2PC4210DR000008;HONDA;CB600FHORNET;MOTOCICLETA;AV. GOIÁS – SANTO ANTONIO - SÃO CAETANO DO SUL;ABCD/SP;;
29/4/15 19:40;DDN1661;WVWGD23B2YE394286;VW;PASSAT 2.8 V6 TIPTRONIC;CARRO;RUA ÍNDIA, PARQUE ORATÓRIO, SANTO ANDRÉ-SP;ABCD/SP;;
2/5/15 22:44;EVP3734;8BCLCRFJVBG545040;CITROEN;C4;CARRO;AVENIDA ULYSSES GUIMARÃES, COM A AVENIDA CORREDOR ABD - VILA NOGUEIRA - DIADEMA - SP(-23.679925 -46.595104 );ABCD/SP;;
3/5/15 10:43;GBC1400;96PZXGF12DFS00082;KAWASAKI;ZX14;MOTOCICLETA;AV PRES. KENNEDY, 4207 - VILA GUILHERMINA - PRAIA GRANDE / SP COM A -24.01461 -46.449267;LITORAL/SP;;
3/5/15 12:50;EXE3045;JH25C5999AKB0094;HONDA;CBR 1000;MOTOCICLETA;Av interlagos, estava seguindo sentindo estação Autódromo;ZONA SUL/SP;;
3/5/15 18:05;DPT2064;9CDGP74AFBM102168;SUZUKI;GSX 650F;MOTOCICLETA;Av. Índico, 164 - Jardim do Mar - São Bernardo do Campo - SP;ABCD/SP;;
5/5/15 5:54;FUN6154;96PEXHA18EFS01590;KAWASAKI;NINJA 250;MOTOCICLETA;R. Helena do Sacramento, 211 - Vila Guaca - São Paulo - SP // CASA 2;ZONA NORTE/SP;;
7/5/15 0:20;ESE2959;9CDGP74AFCM102880;SUZUKI;GSX 650F;MOTOCICLETA;Rua Bento Vieira de Albuquerque, 96 - Parque Industrial, Barueri – SP (proximo a esse local);ZONA OESTE/SP;;
7/5/15 6:03;EXL2558;9C2ND0910CR403039;HONDA;XRE 300;MOTOCICLETA;Av. Yervant Kissajikian, 425 - Vila Constanca - São Paulo - SP;ZONA SUL/SP;;
11/5/15 11:32;FGH4597;9BWAA45Z3D4151998;VW;FOX 1.0;CARRO; R COPACABANA, 177 - CHORA MENINO - SÃO PAULO / SP -23.494172 -46.637592 ;ZONA NORTE/SP;;
11/5/15 20:04;FCQ8962;9C2RC7700FR000182;HONDA;CB 650 F;MOTOCICLETA;RUA PAULO PEREIRA MARQUES, 17 - CONJUNTO HABITACIONAL JOVA RURAL/ SÃO PAULO - SP (-23.454065 -46.577562);ZONA NORTE/SP;;
13/5/15 22:16;FAV6818;96PEXHD14DFS00031;KAWASAKI;NINJA 300 ABS;MOTOCICLETA;RUA MARIA ANTÔNIA - VILA BUARQUE/ SÃO PAULO - SP;CENTRO/SP;;
14/5/15 10:19;FMB1170;9C2NC4910FR005552;HONDA;CB 300R;MOTOCICLETA;Av. Guapira  com a Rua Cruz de Malta ( -23.48137 - 46.601262 ) ;ZONA NORTE/SP;;
14/5/15 13:30;FFV9022;9BWLB45U5DP112855;VW;SAVEIRO 1.6;CARRO;R. Sen. Godói, 709 - Vila São Geraldo;ZONA LESTE/SP;;
14/5/15 20:22;FKJ0038;9C2SC6910DR000294;HONDA;CB 1000R;MOTOCICLETA;Av. João Simão de Castro - Vila Sabrina - São Paulo - SP;ZONA NORTE/SP;;
15/5/15 12:24;ORF3046;9C2ND1010FR301553;HONDA;NX400I FALCON;MOTOCICLETA; R JOSÉ VERSOLATO, 130 - CENTRO - SÃO BERNARDO DO CAMPO / SP -23.691855 -46.549664 ;ZONA LESTE/SP;;
16/5/15 18:52;HHV1724;9C6KM003080008609;YAMAHA;XT 660R;MOTOCICLETA;R. Heloísa Camargo, 158 - Vila Esperança– Zona leste;ZONA LESTE/SP;;
19/5/15 8:26;FSN9410;9C6KJ0060F0005054;YAMAHA;XJ6 N;MOTOCICLETA; R LINO PINTO DOS SANTOS, 72 - JARDIM FELICIDADE (ZONA OESTE) - SÃO PAULO / SP -23.496192 -46.725744 ;ZONA OESTE/SP;;
19/5/15 9:21;EGT4761;KMHSH81DP9U400838;HYUNDAI;SANTAFE GLS V6;CARRO; R RIBEIRÓPOLIS, 467 - VILA INDEPENDÊNCIA - SÃO PAULO / SP -23.5831 -46.5545 ;ZONA LESTE/SP;;
19/5/15 13:26;FQB8783;9C2NC4910ER01647;HONDA;CB 300R;MOTOCICLETA; R S. JORGE, 451 - PARQUE SÃO JORGE - SÃO PAULO / SP -23.528787 -46.565971 ;ZONA LESTE/SP;;
19/5/15 19:55;FRV8515;9CDGR7NAJEM100010;SUZUKI;GSR 750;MOTOCICLETA;Av. dos Bandeirantes, alt. Nº1051, São Paulo-SP;ZONA OESTE/SP;;
21/5/15 14:14;MEM4041;9C2PC36005R000675;HONDA;CB 600F HORNET;MOTOCICLETA;R. Fioravante Signoreli, 70A - Vila Palmares -Santo André – SP;ABCD/SP;;
21/5/15 17:37;FTX7870;96PEXHA16EFS00373;KAWASAKI;NINJA 300;MOTOCICLETA;RUA JAMES JOULE,S/N - ITAIM BIBI - SÃO PAULO/ SP (BOLSÃO DE MOTOS);ZONA LESTE/SP;;
21/5/15 23:00;FCL2780;9C6KG0490F0023370;YAMAHA;YS 250 FAZER BlueFlex;MOTOCICLETA;RUA ADOLPHO PINHO, ALT. Nº100, BARRA FUNDA - SÃO PAULO/ SP;ZONA LESTE/SP;;
22/5/15 21:15;FWS0608;9C2NC4910ER025438;HONDA;CB 300;MOTOCICLETA;Av: Miguel Yunes próximo à Av: Nossa Sra. Do Sabará, São Paulo-SP;ZONA SUL/SP;;
24/5/15 10:04;EUR1637;8BCLDRFJVBG555983;CITROEN;C4 PALLAS 2.0 GLX;CARRO;R. São João do Pernambuco, 107 - Vila Ernesto;ZONA SUL/SP;;
25/5/15 11:50;FBJ1290;9C2NC4910FR004931;HONDA;CB 300R;MOTOCICLETA;AV ANDRÉ RAMALHO - SANTO ANDRÉ / SP -23.650965 -46.510907 ;ABCD/SP;;
25/5/15 16:32;FJG8390;9C2RC7700FR000120;HONDA;CB 650 F;MOTOCICLETA;Av. Goiás,2640 – Santo André – SP;ABCD/SP;;
26/5/15 20:10;GCL1708;9BWLB05U3CP001731;VW;SAVEIRO 1.6;CARRO;RUA ENGENHEIRO CESTARI, VILA INVERNADA - SÃO PAULO - SP (-23.563947 -46.560587);ZONA LESTE/SP;;
26/5/15 22:49;FUG2745;9C6KG0450F0035170;YAMAHA;XTZ 250 TENERE;MOTOCICLETA;RUA BRESSER, ALTURA DO 12 - MOÓCA - S. PAULO (-23.552185 -46.59946);ZONA LESTE/SP;;
27/5/15 11:45;FVX0599;9C2ND1110ER025702;HONDA;XRE 300;MOTOCICLETA;R PEDRO DE TOLEDO - SÃO PAULO / SP -23.597655 -46.651628 ;CENTRO/SP;;
27/5/15 11:45;EUA4009;KMHDC51FBBU306310;HYUNDAI;I30;CARRO;Av. Antônio Diogo, 89 - Vila Re - São Paulo – SP ;ZONA LESTE/SP;;
29/5/15 13:54;KKA6846;9BG138JJ09C413928;GM;S10;CARRO;R. Ibiturama, 154 - Parque Erasmo Assunção - Santo André – SP (Em Frente à residência);ABCD/SP;;
29/5/15 21:32;MBC4647;9BGSC19Z0YC112398;GM;CORSA WIND;CARRO;R. Frei Antônio Ventura, 34 - Jardim Vera Cruz - São Paulo – SP;ZONA LESTE/SP;;
31/5/15 20:17;FWP1990;9C6KG0490E0015969;YAMAHA;FAZER250 BLUEFLEX;MOTOCICLETA;R. São Lourenço, 202 - Jardim Imperador – Praia Grande - SP – (-24.061985, -46.554445);LITORAL/SP;;
1/6/15 13:12;DZO0235;9C2NC4310AR053133;HONDA;CB 300R;MOTOCICLETA;R. Luís Coelho, 23-79 - Consolação -23.557713 -46.658142;CENTRO/SP;;
1/6/15 20:54;FUL6452;9C6KG0450F0030540;YAMAHA;XTZ250 TENERÉ;MOTOCICLETA;Estr. Turística do Jaraguá, 750 - Vila Jaraguá - São Paulo – SP;ZONA OESTE/SP;;
1/6/15 22:02;OQJ1996;9C6KJ0060D0002862;YAMAHA;XJ6 N;MOTOCICLETA;RUA JAPONESA ROSA DE ALMEIDA, 170 - JD.MARIA ANTONIO PRADO - SOROCABA - SP;Interior/SP;;
3/6/15 14:50;EVN7240 ;9BD17309PC4353716;FIAT;Palio Week Adv 1.8 mp;CARRO;RUA SOLIDONIO LEITE 2125;ZONA LESTE/SP;;
4/6/15 0:22;MUP8585;93XLNK3402C220786 ;MITSUBISHI ; L200 CD L 4x4 2.5 Turbo Dies. 4P;CARRO;R. Prudente de Moraes, 358 - Santa Paula São Caetano do Sul - SP;ABCD/SP;;
4/6/15 6:24;EFE6861;9C2PC4210CR002263;HONDA;CB 600F HORNET;MOTOCICLETA;Avenida Washignton Luís, 3395 - Santo Amaro, SP;ZONA SUL/SP;;
6/6/15 11:25;EJO9650;JS10T78A292102939;SUZUKI;GSXR 1000;MOTOCICLETA;AV. RICARDO JAFET - S/N;ZONA SUL/SP;;
6/6/15 23:18;EXF6904;9C6KJ0060D0003640;YAMAHA ;XJ6 N;MOTOCICLETA;Avenida Damasceno Vieira, 900 - Vila Mascote, SP;ZONA SUL/SP;;
8/6/15 11:45;FTS1918;9C2NC4910ER016497;HONDA;CB 300R;MOTOCICLETA; R MARSELHESA, 470 - VILA MARIANA - SÃO PAULO / SP -23.596298 -46. ;CENTRO/SP;;
8/6/15 15:09;EIP8319;9BWAB01J2A4012978;VW;GOLF;CARRO;Rua. Prof. Antônio Gama de Cerqueira, 153 - Vila Americana – São Paulo/SP;ZONA LESTE/SP;;
9/6/15 10:40;FCS0840 ;9C2ND1120FR101510;HONDA;XRE 300;MOTOCICLETA;R TAMANDARÉ, 386 - LIBERDADE - SÃO PAULO / SP -23.56242 -46.63377 ;CENTRO/SP;;
9/6/15 11:33;FUU5023;9C6KG0460E0105960;YAMAHA;FAZER 250;MOTOCICLETA;R. Moreira de Godói, 94-226 - Ipiranga -23.592028 -46.611737;ZONA SUL/SP;;
10/6/15 11:00;EQS1467 ;96PZRAL15AFS02058;KAWASAKI;Z750;MOTOCICLETA;Av. Dom Pedro de Alcântara, 166 - Nova Petrópolis - São Bernardo do Campo/SP;ABCD/SP;;
10/6/15 11:04;FXK0529;9C2ND1110FR009593;HONDA;XRE 300;MOTOCICLETA;Rua Atlântica, 633 - Jardim do Mar, São Bernardo do Campo - SP -23.689372,-46.553687;ABCD/SP;;
10/6/15 14:05;EXK3278;95VD42K5CDM004799;DAFRA;NEXT 250;MOTOCICLETA;Av. Queiroz Filho, 1700 - Vila Hamburguesa, SP;CENTRO/SP;;
10/6/15 22:42;FWS8156;96PERCF16EFS00170;KAWASAKI;ER-6n;MOTOCICLETA;R. CNSO. MOREIRA DE BARROS (-23.486547 -46.639605);ZONA NORTE/SP;;
11/6/15 10:55;FXT2005;9C6KG0460F0106339;YAMAHA;YS 250 FAZER;MOTOCICLETA;rua Fuad Naufel, Barra Funda em frente a faculdade Uninove ;ZONA OESTE/SP;;
12/6/15 9:11;EXG7366;JH2SC5990BK301428;HONDA;CBR 1000RR;MOTOCICLETA;R. Araritaguaba, 544 - Vila Maria Alta - São Paulo - SP ;ZONA NORTE/SP;;
12/6/15 12:09;GST8630;9C2PC32001R004317;HONDA;CB 500;MOTOCICLETA;Av.são João – Centro/SP;CENTRO/SP;;
12/6/15 18:56;EJP3710;9C2KC1640AR002547;HONDA;CG 150 TITAN ESD;MOTOCICLETA;RUA SINFONIAS DO OCASO, 235 - JARDIM PARAGUAÇU - S.PAULO - SP (RESIDÊNCIA DO CLIENTE);ZONA LESTE/SP;;
14/6/15 6:44;EFE2650 ;09CDQP74AF9M00043;SUZUKI;GSX 650F;MOTOCICLETA;Avenida Interlagos, 2685-Jardim Umuarama, São Paulo-SP;ZONA SUL/SP;;
14/6/15 12:33;EJN6329;9C6KJ0040A0001458;YAMAHA;XJ6 N;MOTOCICLETA;AV ABEL FERREIRA -  CHACARA MAFALDA;ZONA LESTE/SP;;
14/6/15 16:56;EXF8874;9C6KG0460C0046888;YAMAHA;YS 250 FAZER;MOTOCICLETA;Avenida dos Estados com a Av. Costa barros, São Paulo-SP;ZONA LESTE/SP;;
14/6/15 20:00;EXB0559;9C2PC4210BR500866;HONDA;CB 600F HORNET;MOTOCICLETA;Travessa da Avenida João Paulo I, Bonsucesso, Guarulhos-SP ( -23.425104 -46.420714 );GUARULHOS;;
16/6/15 7:30;FSW6208;9BWDA45U3ETI80961;VW;VOYAGE 1.0;CARRO;R FLÓRIDA PAULISTA, 91 - JARDIM BRASIL (ZONA NORTE) - SÃO PAULO / SP -23.485275 -46.585068 ;ZONA NORTE/SP;;
17/6/15 14:41;BNO2573 ;9BFZZZ54ZPB397668;FORD;ESCORT L;CARRO;RUA DR. LUÍS CARLOS, 742 - CHÁCARA CALIFÓRNIA, SÃO PAULO – SP;ZONA LESTE/SP;;
6/6/15 23:32;FTA1729;8AC906633EE092677;M.BENZ;SPRINTER;CARRO;Avenida José Alencar
Gomes da Silva,Bairro Jardim da Conquista,São Paulo-SP.;ZONA LESTE/SP;;
18/6/15 0:00;FOE4788;9C2ND1110FR003088;HONDA;XRE 300;MOTOCICLETA; R VOLUNTÁRIOS DA PÁTRIA, 2284 - SANTANA - SÃO PAULO / SP -23.500193 -46.625708 ;ZONA NORTE/SP;;
19/9/15 8:04;FDX1183;96PEXHA19DFS01273;KAWASAKI;ninja 300;MOTOCICLETA;Rua João Antônio Colombo 105 Cidade D'Abril – Jaraguá –São Paulo/SP;ZONA OESTE/SP;;
20/6/15 23:46;DKE1811;SALLMAMA44A142628;LAND ROVER;Range Rover HSE;CARRO;Rua das Juntas Provisórias com a Rua do Grito -  Ipiranga – S. Paulo SP;ZONA SUL/SP;;
21/6/15 6:30;FGW6580;9C2NC4910FR009849;HONDA;CB 300R;MOTOCICLETA;Av. Fábio Eduardo Ramos Esquivel, 1889-2199 – Centro - Diadema – SP;ABCD/SP;;
21/6/15 20:41;EOX0717;9C6KG0460B0012117;YAMAHA;YS 250 FAZER;MOTOCICLETA;RUA SETE DE SETEMBRO, 60 - JD.SANTA TEREZINHA - S.PAULO (-23.697063 -46.637577);ZONA SUL/SP;;
22/6/15 10:24;FOB6820;9C2ND1110FR019959;HONDA;XRE 300;MOTOCICLETA;AV OTAVIANO ALVES DE LIMA, 1869 - SÃO PAULO / SP -23.513602 -46.673292 ;ZONA OESTE/SP;;
23/6/15 19:13;FYS2930;9C2KC1660FR007175;HONDA;CG150 TITAN MIX EX;MOTOCICLETA;Rua Demetre Sansoud de Lavoud, 70 - Vila Osasco, Osasco – SP (-23.542522 -46.773238 );ZONA OESTE/SP;;
25/6/15 8:00;FNZ0109;9C6KJ0070F0001031;YAMAHA;XJ6 N;MOTOCICLETA;RUA SERRA DO UMBUMZEIRO 264 - JD PARANAPANEMA – CAMPINAS/SP;Interior/SP;;
25/6/15 14:01;FNF0371 ;8AC903672CE058489;M BENZ;SPRINTER 303 CDI;CARRO;RUA TUIUTI - TATUAPÉ - SÃO PAULO / SP;ZONA LESTE/SP;;
27/6/15 3:19;EVY8703 ;9BWLB45U0CP021393;WV;SAVEIRO;CARRO;Rua Vicente de Carvalho nº129, Bairro: Anchieta em São Bernardo do Campo/SP,;ABCD/SP;;
27/6/15 17:46;FQF1480;WB105240XEZ041579;BMW;S 1000RR;MOTOCICLETA;RODOVIA ANCHIETA - DIADEMA / SP;ABCD/SP;;
28/6/15 9:24;FBI7616;95VH100AAEM000122;DUCATI;PANIGALE 1199;MOTOCICLETA;AV. ANTONIO SYLVIO CUNHA BUENO, 59 – INAMAR DIADEMA - SP, 09970-160 -23.712588, -46.607937;ABCD/SP;;
29/6/15 19:28;FCO1349;9C6KG0450F0032585;YAMAHA;XTZ 250 TENERE;MOTOCICLETA;Rua Marechal Maurício Cardoso, São Paulo - SP;ZONA NORTE/SP;;
